"age","female","race","mean (food)","se (food)","sd (food)","mean (food, counterfactual)","se (food, counterfactual)","sd (food, counterfactual)","outcome","pathway","disease_type","disease_type1","disease_type2","disease_type3","riskfactor","means","sd.devs","medians","LB","UB"
65,0,4,0.94,0.13,0.78,1.75,0,0.175,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00174629032245665,0.000507366728602892,0.00183597845997266,0.00123185606473811,0.00218448966328659
75,1,1,0.45,0.05,0.42,1.75,0,0.175,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00173325194799893,0.000675008403101031,0.00149887635555578,0.00122128185106334,0.00244444129851121
75,1,2,0.69,0.16,0.59,1.75,0,0.175,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00297038285942781,0.00202196149009034,0.00238687465945217,0.00135846722584667,0.00507828046298824
75,1,3,0.63,0.09,0.56,1.75,0,0.175,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00310265535627753,0.00100006064294642,0.00346531729840231,0.00204653491228717,0.00385051314946182
75,1,4,0.52,0.16,0.49,1.75,0,0.175,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00087486305490065,0.000449016631733578,0.00072140783438116,0.000532627246759624,0.00134753580048324
75,0,1,0.42,0.05,0.39,1.75,0,0.175,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0031325938191838,0.00226342454838118,0.00268074043388667,0.00120675739161886,0.00544250562425131
75,0,2,0.63,0.09,0.54,1.75,0,0.175,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00258771551848813,0.000878961458218934,0.00257203783802577,0.00175946477380638,0.0034292922915629
75,0,3,0.91,0.12,0.77,1.75,0,0.175,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00223012528965779,0.000315682573481647,0.00239885084552788,0.00189257940717445,0.00242425444965157
75,0,4,0.56,0.14,0.5,1.75,0,0.175,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0024284245154917,0.000532320739228426,0.00263163403817358,0.00186479084317636,0.00281933009352744
25,1,1,0.49,0.04,0.45,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00447335308863574,0.00181079616640781,0.00485240226861073,0.0026205037473104,0.00600401062698234
25,1,2,0.45,0.07,0.42,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0032641511362612,0.0017132275481226,0.00252172376359317,0.0020710810261206,0.00508828451316963
25,1,3,0.63,0.04,0.56,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00360696351989275,0.00101680650402849,0.00373290133569577,0.00259304669776582,0.00451383319858711
25,1,4,0.49,0.09,0.46,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00244627660053765,0.000349547507574297,0.00233157203042623,0.00217664759720954,0.00281340448846046
25,0,1,0.52,0.05,0.48,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00321677269971536,0.000814741769525165,0.00336598110702878,0.00238915111995398,0.00391756713326033
25,0,2,0.41,0.08,0.39,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00527556011023163,0.00297290538857627,0.00513907455697038,0.00251153950631958,0.00815559343441576
25,0,3,0.76,0.07,0.66,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00398529182985402,0.000641677130484115,0.0042010583253962,0.00331041706280667,0.0044767650756905
25,0,4,0.56,0.06,0.5,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00459933502110751,0.00274494513413106,0.0030522553944651,0.00298087854732526,0.0075328091775358
35,1,1,0.46,0.05,0.43,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00480648548000442,0.00125092917140584,0.00530211028259413,0.00347960875111302,0.00571208112669458
35,1,2,0.4,0.07,0.38,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00545052548348867,0.00239073154029672,0.00609337765253738,0.00296855756786227,0.00738606905542366
35,1,3,0.78,0.07,0.65,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00297762562879669,0.00258622222919172,0.00221128986477381,0.000928680773305972,0.00567795588370687
35,1,4,0.44,0.09,0.41,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00488713966129225,0.00283101245045684,0.00354982490914556,0.00300138466015951,0.00790961220174968
35,0,1,0.5,0.05,0.46,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00268256555109909,0.00150660946755208,0.00247685200050319,0.00134875649037466,0.00419123112983003
35,0,2,0.37,0.07,0.35,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00382885924253578,0.0022877794786623,0.00353560634571134,0.00179353411075209,0.00611344933662026
35,0,3,0.75,0.07,0.64,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00516389496301247,0.0019992704409538,0.00466119366846494,0.00352381308564205,0.0072312729407483
35,0,4,0.65,0.11,0.57,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00285765593582819,0.00137512538640108,0.00253775735870526,0.00171403000866264,0.00427319565354823
45,1,1,0.39,0.05,0.37,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00383911665953111,0.00227861038724952,0.00333184611127294,0.00193063904759934,0.00617877423748232
45,1,2,0.41,0.06,0.38,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00582935697122506,0.00287677648968941,0.00746264355340455,0.00275544136785814,0.0075149789797394
45,1,3,0.63,0.07,0.55,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00424582199945254,0.00243472729186768,0.00456181945549525,0.00181318931724936,0.00640985684401942
45,1,4,0.5,0.06,0.45,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00294043038276936,0.00133724764450216,0.00267221468076195,0.00180334869482402,0.00430549541742101
45,0,1,0.53,0.06,0.48,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00151641106503488,0.000618484630787,0.0014841584679719,0.000943157502650743,0.00211707933492254
45,0,2,0.52,0.1,0.47,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00340452495520931,0.0016531457338269,0.0028358188616304,0.00214705375103748,0.0051453963389232
45,0,3,0.89,0.09,0.74,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00497717598520423,0.00328430062964789,0.00483046632211251,0.00192177755900484,0.00815727762503159
45,0,4,0.47,0.08,0.43,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00314478922946979,0.0013147672468755,0.00368790682581799,0.00174759776286274,0.00408033073918088
55,1,1,0.42,0.06,0.39,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00252904979459092,0.0021146355483563,0.00307183218463938,0.000339725306931054,0.0042570092507096
55,1,2,0.46,0.06,0.43,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00164617206016623,0.00227644419055722,0.00069440270460332,3.47929573338652e-05,0.00406655511522708
55,1,3,0.58,0.08,0.51,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00212667814236104,0.00208497938899551,0.00132282318455602,0.000601257845616006,0.00433537515324034
55,1,4,0.61,0.1,0.53,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00339397364763967,0.0015070858468888,0.00412902453490202,0.00178383289611794,0.00437932114498839
55,0,1,0.52,0.07,0.47,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00158610693184293,0.00156033286768897,0.00163845925706857,8.21668640053534e-05,0.00304554752323872
55,0,2,0.5,0.06,0.45,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00492568498000686,0.00223482654647223,0.00365632471424608,0.00361668838273139,0.007313637803179
55,0,3,0.83,0.1,0.7,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0037242529195642,0.00163950969651815,0.00413285044189935,0.002029774449685,0.00507142349545851
55,0,4,0.74,0.12,0.64,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00321362000887442,0.00282229686040852,0.00279509671960325,0.00073251245105647,0.00605047236257286
65,1,1,0.44,0.07,0.41,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00475423880144952,0.00459816332897724,0.00508401871746727,0.000254261266910066,0.00897390340737388
65,1,2,0.55,0.06,0.5,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00224569443992387,0.00242368523834762,0.00110956578989287,0.000624313290638323,0.00483278494173576
65,1,3,0.77,0.16,0.67,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00344566949860758,0.00167784220318549,0.00298562959615722,0.00209282432259287,0.0051895485917051
65,1,4,0.58,0.07,0.52,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00460069549256618,0.00259692402624541,0.00467307213114254,0.00210357630958679,0.00703629453275567
65,0,1,0.42,0.05,0.39,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00123975591582947,0.00115026432760015,0.00115653969481274,0.000184518540244358,0.00236572707927881
65,0,2,0.51,0.1,0.47,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00406131040428038,0.00152629426706672,0.00329966554740998,0.00307742254442812,0.00569259639247249
65,0,3,0.85,0.08,0.73,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00197977563162158,0.00167022210099101,0.00190399535039456,0.000426496607016804,0.00359746789526932
65,0,4,0.94,0.13,0.78,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00228570696639608,0.00154006765416754,0.00297363522401169,0.000644178771521238,0.00334249614229766
75,1,1,0.45,0.05,0.42,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00415595978398923,0.000912563858633613,0.00458719614875565,0.0031816707242061,0.00476369793372091
75,1,2,0.69,0.16,0.59,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00249368489438212,0.00219713064026204,0.00325658119852032,0.000178784564535907,0.00416012336571087
75,1,3,0.63,0.09,0.56,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00366796571463348,0.00161551702216701,0.0033608347410354,0.00228469942179488,0.00531229333503044
75,1,4,0.52,0.16,0.49,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00298671253071508,0.0030620289659656,0.00162630048815884,0.000879901135507114,0.00624987416209586
75,0,1,0.42,0.05,0.39,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00218666891881879,0.0013381402951124,0.0024917106449561,0.000810811706650718,0.00330324066377015
75,0,2,0.63,0.09,0.54,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00135252296734517,0.00103675816858129,0.00093904547048766,0.000603942023990719,0.0024525597830285
75,0,3,0.91,0.12,0.77,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.002760295065275,0.00116758884196732,0.00322993674945567,0.00152096098807167,0.00360043371092476
75,0,4,0.56,0.14,0.5,1.75,0,0.175,"APCA","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00381103458945704,0.000754474450867059,0.00356855594714377,0.00322565926727486,0.0046025167576055
25,1,1,0.49,0.04,0.45,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00445248176731003,0.000917785625447324,0.00477435210932194,0.00348497715430625,0.0051463965896037
25,1,2,0.45,0.07,0.42,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00310301401535586,0.00124103362080047,0.00344390400661931,0.00181299757329933,0.00410327396483846
25,1,3,0.63,0.04,0.56,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.0034182370926105,0.000768404724633552,0.00302006162500745,0.00293510970279864,0.00423981362988495
25,1,4,0.49,0.09,0.46,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00432746846370549,0.00313722115763062,0.00299435308704146,0.0021228322269974,0.00766525277057802
25,0,1,0.52,0.05,0.48,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00452175611923916,0.000864451264719382,0.00457885067939046,0.00367760672557208,0.00531737513677763
25,0,2,0.41,0.08,0.39,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00451392179061042,0.00296871070545863,0.00487319730111255,0.00155648697243464,0.00716597242485938
25,0,3,0.76,0.07,0.66,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00320049424751451,0.00164870033892154,0.00276983523135292,0.00185786088163031,0.00490918777713605
25,0,4,0.56,0.06,0.5,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00310790116267137,0.00110233552968736,0.00336618430284209,0.00197269791286911,0.00402356374332851
35,1,1,0.46,0.05,0.43,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00562464068024934,0.00319086143986161,0.00478979512762857,0.00302697117587425,0.00893192890435209
35,1,2,0.4,0.07,0.38,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00780259062995795,0.0027950514600218,0.00824770623580541,0.00498349171616019,0.0102433412787854
35,1,3,0.78,0.07,0.65,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00297456521864825,0.000332226323943758,0.00305515046432777,0.00263174361426061,0.00324888936420829
35,1,4,0.44,0.09,0.41,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00473250167113916,0.00243725851522549,0.00374769831342802,0.00298203459793112,0.00732005159840167
35,0,1,0.5,0.05,0.46,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00533047242877219,0.00104618783171794,0.00505104929220592,0.00448230131397652,0.00641615320964919
35,0,2,0.37,0.07,0.35,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00558261125135697,0.00166482901814361,0.00635494196760622,0.00380603825620882,0.00670270313769326
35,0,3,0.75,0.07,0.64,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00332772760174836,0.00166831645025374,0.00420740893768715,0.00154385680860669,0.00436386925934207
35,0,4,0.65,0.11,0.57,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00281447299097067,0.00063876973581787,0.00316660388599518,0.00213160608997921,0.00319802863119131
45,1,1,0.39,0.05,0.37,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00343662872347263,0.00173442411964383,0.00376606359525505,0.00167136032292849,0.00492187748300173
45,1,2,0.41,0.06,0.38,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00643384599502837,0.00453506282389186,0.00445336871374519,0.00328723690328424,0.0112638607758632
45,1,3,0.63,0.07,0.55,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00553325888334696,0.00167374862023324,0.0059077358663801,0.00381417848573779,0.00693403384537796
45,1,4,0.5,0.06,0.45,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00416503014142252,0.00178044051734763,0.00406475025169094,0.00251824392698504,0.00589705426213183
45,0,1,0.53,0.06,0.48,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00528710923627341,0.00147733250645873,0.00466072622070792,0.00424789460622211,0.00685874942955538
45,0,2,0.52,0.1,0.47,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00689023450808452,0.00182842172357026,0.00737202774730431,0.00499430361667892,0.0083766411461533
45,0,3,0.89,0.09,0.74,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00244764004480788,0.000424897097016909,0.00221821279961065,0.00218834617919434,0.00290194706883906
45,0,4,0.47,0.08,0.43,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00239362893835894,0.00151368887256526,0.00323016113473752,0.000775490775444107,0.00330071473435198
55,1,1,0.42,0.06,0.39,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00587750034122433,0.00114720083522121,0.00530853923124673,0.00513511514119924,0.00710350248473039
55,1,2,0.46,0.06,0.43,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00339448907224397,0.00122679786658995,0.00324161742690799,0.00230080776420535,0.00461811127881817
55,1,3,0.58,0.08,0.51,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00334822356864793,0.00227225969435878,0.00362841081836168,0.001082840743263,0.00537544723177618
55,1,4,0.61,0.1,0.53,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00351832236416516,0.00197335206289291,0.00374005707870889,0.00155829777121226,0.0052898724497559
55,0,1,0.52,0.07,0.47,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00469540610063322,0.00205376752518329,0.00445170225537986,0.00285823059095133,0.00673972987878047
55,0,2,0.5,0.06,0.45,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00300715157841016,0.00123664531828085,0.00271570115721377,0.00198093554110441,0.00428110047373284
55,0,3,0.83,0.1,0.7,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00304790055142571,0.000675006314381556,0.00301833164918209,0.00241967294470076,0.00370126172505774
55,0,4,0.74,0.12,0.64,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00304037884715991,0.000495003538311805,0.00286110625192724,0.00267004493473485,0.00356309446553273
65,1,1,0.44,0.07,0.41,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00442281139569235,0.000973588761006666,0.0047532166517185,0.00339832784389321,0.00516645047986926
65,1,2,0.55,0.06,0.5,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00645428614302231,0.0056180103671052,0.00428498395094273,0.0023463832718137,0.0124060958774986
65,1,3,0.77,0.16,0.67,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00490746189567621,0.00290637890793462,0.00337888003063599,0.00309908328075129,0.00801513509588531
65,1,4,0.58,0.07,0.52,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00342635872402542,0.00105835184538614,0.00331893582442367,0.00247047108736991,0.00447355582534241
65,0,1,0.42,0.05,0.39,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00430294697946668,0.00153666618700419,0.00468750131549159,0.00271437476982091,0.00556464800349129
65,0,2,0.51,0.1,0.47,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00580163235487007,0.0029967498673887,0.00673053623106967,0.00266442955404255,0.00814926686092792
65,0,3,0.85,0.08,0.73,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00259689266315041,0.000731146816802767,0.00228007637076146,0.00208771130172603,0.00337536787310538
65,0,4,0.94,0.13,0.78,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00198802439421633,0.00115177407208583,0.00255021748945756,0.000757473561493287,0.00274071109598433
75,1,1,0.45,0.05,0.42,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00422619586961158,0.00174424013579269,0.00505355458482235,0.00236380500224575,0.00538533182904824
75,1,2,0.69,0.16,0.59,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00280505637116526,0.0011621504226688,0.00315845883631762,0.00158979057252724,0.00371993007442379
75,1,3,0.63,0.09,0.56,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00410363119829564,0.00190285705606884,0.00442432520847592,0.0021789801078875,0.00575569238005054
75,1,4,0.52,0.16,0.49,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00428769369442712,0.00148851349689297,0.00514487751106536,0.00269770671372045,0.00514907443099128
75,0,1,0.42,0.05,0.39,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00385440475589342,0.000188015779149573,0.00390123246043711,0.00366009243055854,0.00400891353236618
75,0,2,0.63,0.09,0.54,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00374133537229495,0.00228048813089963,0.00387321054733223,0.0015215431758857,0.00584903366992251
75,0,3,0.91,0.12,0.77,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00415009637924411,0.00301827851284723,0.00241038816824526,0.00240488785946563,0.00737405687837162
75,0,4,0.56,0.14,0.5,1.75,0,0.175,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00442103292484881,0.00194691336480199,0.00436591189793895,0.00259544770741042,0.00629347101516058
25,1,1,0.49,0.04,0.45,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00305841664167197,0.000314252419372909,0.00312376435591571,0.00273698498646331,0.00332430273977345
25,1,2,0.45,0.07,0.42,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00403050816684856,0.000827889570894789,0.0041383452088215,0.00320320236516657,0.00476615248285354
25,1,3,0.63,0.04,0.56,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00259201241823509,0.000511745266886247,0.00262184790715188,0.0020937944071686,0.0030648702637223
25,1,4,0.49,0.09,0.46,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00295768894625797,0.00204446180053465,0.00249025260646244,0.0012525646777152,0.00506013410362693
25,0,1,0.52,0.05,0.48,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00233401731786697,0.000413460428917085,0.00237251047231312,0.00192614909864622,0.00270916635580851
25,0,2,0.41,0.08,0.39,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00297730603802822,0.00234619120075626,0.00287056377872137,0.000795520601784682,0.00524982239468258
25,0,3,0.76,0.07,0.66,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00227472197296507,0.00133109231566624,0.0024884792255109,0.000931626079310305,0.00343612420195587
25,0,4,0.56,0.06,0.5,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00185467115285482,0.00160623550114455,0.00277019488139169,0.00013851003260321,0.0027926371038501
35,1,1,0.46,0.05,0.43,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00182846101135988,0.000890230758696691,0.00182272810410407,0.000985191428596218,0.00267660356529098
35,1,2,0.4,0.07,0.38,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00210077500469924,0.000762552118290881,0.00235353745206113,0.00129941573305283,0.00268728619608805
35,1,3,0.78,0.07,0.65,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00277721585350782,0.000867886179242716,0.00299704686337313,0.00187937707995689,0.00348819826867323
35,1,4,0.44,0.09,0.41,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00343655878342024,0.00159804530101355,0.00396734086811236,0.00175699478126409,0.0046649580135881
35,0,1,0.5,0.05,0.46,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00301968565009978,0.00127856460914794,0.00348081989293643,0.00166983723103387,0.00397756996275454
35,0,2,0.37,0.07,0.35,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00325264471032817,0.00217839163382162,0.00218527071337665,0.0018323631012677,0.00558019421679744
35,0,3,0.75,0.07,0.64,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00173203824939265,0.000703314260856586,0.00185860221801782,0.0010182637131887,0.00233823341226522
35,0,4,0.65,0.11,0.57,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00198375940415477,0.000665196229885137,0.0019495689089732,0.00136698031652517,0.0026296004126887
45,1,1,0.39,0.05,0.37,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00253042996273996,0.000567109282777761,0.00239987851429023,0.00205797566169514,0.00311385299496705
45,1,2,0.41,0.06,0.38,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00401818072673981,0.00107620118038112,0.00402225229018546,0.00299406467854545,0.00503883594600538
45,1,3,0.63,0.07,0.55,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00216140989238504,9.57897640396101e-05,0.00217127454712694,0.00206657976995501,0.00224785505828445
45,1,4,0.5,0.06,0.45,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00328648712765575,0.00074109764275582,0.00342272226736918,0.00253352359922219,0.00392365078733288
45,0,1,0.53,0.06,0.48,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00476924349944393,0.00243387281447299,0.00609942865211321,0.00216712445320239,0.00624070516591658
45,0,2,0.52,0.1,0.47,1.75,0,0.175,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.00297247027512638,0.00111448437334187,0.00240708773009529,0.00226165063491321,0.00416386507861598
