subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,diseases,count,crude_se,population
29,4,55-64,2,Male,1,NHW,ENDO,137,12,15564860
30,4,55-64,2,Male,2,NHB,ENDO,26,6,2050599
31,4,55-64,2,Male,3,HIS,ENDO,19,5,2832735
32,4,55-64,2,Male,4,OTH,ENDO,9,1,2195076
33,5,65-74,1,Female,1,NHW,ENDO,103,10,11513863
34,5,65-74,1,Female,2,NHB,ENDO,17,5,1390166
35,5,65-74,1,Female,3,HIS,ENDO,16,4,1616432
36,5,65-74,1,Female,4,OTH,ENDO,9,1,1089947
37,5,65-74,2,Male,1,NHW,ENDO,145,13,10345066
38,5,65-74,2,Male,2,NHB,ENDO,30,6,1099252
39,5,65-74,2,Male,3,HIS,ENDO,17,5,1168063
40,5,65-74,2,Male,4,OTH,ENDO,9,1,989548
41,6,75+,1,Female,1,NHW,ENDO,176,19,9145660
42,6,75+,1,Female,2,NHB,ENDO,21,5,1249362
43,6,75+,1,Female,3,HIS,ENDO,9,2,737080
44,6,75+,1,Female,4,OTH,ENDO,9,1,689818
45,6,75+,2,Male,1,NHW,ENDO,223,21,6831819
46,6,75+,2,Male,2,NHB,ENDO,11,4,670963
47,6,75+,2,Male,3,HIS,ENDO,9,2,548525
48,6,75+,2,Male,4,OTH,ENDO,9,1,638884
1,1,20-34,1,Female,1,NHW,ENDO_medBMI,74,10,18192633
2,1,20-34,1,Female,2,NHB,ENDO_medBMI,9,2,4596338
3,1,20-34,1,Female,3,HIS,ENDO_medBMI,9,2,6549965
4,1,20-34,1,Female,4,OTH,ENDO_medBMI,8,1,3878604
5,1,20-34,2,Male,1,NHW,ENDO_medBMI,63,8,19295314
6,1,20-34,2,Male,2,NHB,ENDO_medBMI,9,2,4186659
7,1,20-34,2,Male,3,HIS,ENDO_medBMI,13,4,6886181
8,1,20-34,2,Male,4,OTH,ENDO_medBMI,8,1,3785306
9,2,35-44,1,Female,1,NHW,ENDO_medBMI,50,8,10789518
10,2,35-44,1,Female,2,NHB,ENDO_medBMI,10,4,2841551
11,2,35-44,1,Female,3,HIS,ENDO_medBMI,9,2,4706043
12,2,35-44,1,Female,4,OTH,ENDO_medBMI,6,1,2705155
13,2,35-44,2,Male,1,NHW,ENDO_medBMI,66,9,10698668
14,2,35-44,2,Male,2,NHB,ENDO_medBMI,13,4,2373836
15,2,35-44,2,Male,3,HIS,ENDO_medBMI,16,4,4477083
16,2,35-44,2,Male,4,OTH,ENDO_medBMI,9,1,2268050
17,3,45-54,1,Female,1,NHW,ENDO_medBMI,44,7,12961330
18,3,45-54,1,Female,2,NHB,ENDO_medBMI,12,4,2294986
19,3,45-54,1,Female,3,HIS,ENDO_medBMI,9,2,2981376
20,3,45-54,1,Female,4,OTH,ENDO_medBMI,5,1,1908325
21,3,45-54,2,Male,1,NHW,ENDO_medBMI,92,10,10622756
22,3,45-54,2,Male,2,NHB,ENDO_medBMI,16,4,2323392
23,3,45-54,2,Male,3,HIS,ENDO_medBMI,15,4,3207152
24,3,45-54,2,Male,4,OTH,ENDO_medBMI,9,1,2807268
25,4,55-64,1,Female,1,NHW,ENDO_medBMI,77,10,16626401
26,4,55-64,1,Female,2,NHB,ENDO_medBMI,24,5,3005374
27,4,55-64,1,Female,3,HIS,ENDO_medBMI,10,4,2911586
28,4,55-64,1,Female,4,OTH,ENDO_medBMI,8,1,2629488
29,4,55-64,2,Male,1,NHW,ENDO_medBMI,137,12,15564860
30,4,55-64,2,Male,2,NHB,ENDO_medBMI,26,6,2050599
31,4,55-64,2,Male,3,HIS,ENDO_medBMI,19,5,2832735
32,4,55-64,2,Male,4,OTH,ENDO_medBMI,9,1,2195076
33,5,65-74,1,Female,1,NHW,ENDO_medBMI,103,10,11513863
34,5,65-74,1,Female,2,NHB,ENDO_medBMI,17,5,1390166
35,5,65-74,1,Female,3,HIS,ENDO_medBMI,16,4,1616432
36,5,65-74,1,Female,4,OTH,ENDO_medBMI,9,1,1089947
37,5,65-74,2,Male,1,NHW,ENDO_medBMI,145,13,10345066
38,5,65-74,2,Male,2,NHB,ENDO_medBMI,30,6,1099252
39,5,65-74,2,Male,3,HIS,ENDO_medBMI,17,5,1168063
40,5,65-74,2,Male,4,OTH,ENDO_medBMI,9,1,989548
41,6,75+,1,Female,1,NHW,ENDO_medBMI,176,19,9145660
42,6,75+,1,Female,2,NHB,ENDO_medBMI,21,5,1249362
43,6,75+,1,Female,3,HIS,ENDO_medBMI,9,2,737080
44,6,75+,1,Female,4,OTH,ENDO_medBMI,9,1,689818
45,6,75+,2,Male,1,NHW,ENDO_medBMI,223,21,6831819
46,6,75+,2,Male,2,NHB,ENDO_medBMI,11,4,670963
47,6,75+,2,Male,3,HIS,ENDO_medBMI,9,2,548525
48,6,75+,2,Male,4,OTH,ENDO_medBMI,9,1,638884
1,1,20-34,1,Female,1,NHW,ENDO_medSBP,74,10,18192633
2,1,20-34,1,Female,2,NHB,ENDO_medSBP,9,2,4596338
3,1,20-34,1,Female,3,HIS,ENDO_medSBP,9,2,6549965
4,1,20-34,1,Female,4,OTH,ENDO_medSBP,8,1,3878604
5,1,20-34,2,Male,1,NHW,ENDO_medSBP,63,8,19295314
6,1,20-34,2,Male,2,NHB,ENDO_medSBP,9,2,4186659
7,1,20-34,2,Male,3,HIS,ENDO_medSBP,13,4,6886181
8,1,20-34,2,Male,4,OTH,ENDO_medSBP,8,1,3785306
9,2,35-44,1,Female,1,NHW,ENDO_medSBP,50,8,10789518
10,2,35-44,1,Female,2,NHB,ENDO_medSBP,10,4,2841551
11,2,35-44,1,Female,3,HIS,ENDO_medSBP,9,2,4706043
12,2,35-44,1,Female,4,OTH,ENDO_medSBP,6,1,2705155
13,2,35-44,2,Male,1,NHW,ENDO_medSBP,66,9,10698668
14,2,35-44,2,Male,2,NHB,ENDO_medSBP,13,4,2373836
15,2,35-44,2,Male,3,HIS,ENDO_medSBP,16,4,4477083
16,2,35-44,2,Male,4,OTH,ENDO_medSBP,9,1,2268050
17,3,45-54,1,Female,1,NHW,ENDO_medSBP,44,7,12961330
18,3,45-54,1,Female,2,NHB,ENDO_medSBP,12,4,2294986
19,3,45-54,1,Female,3,HIS,ENDO_medSBP,9,2,2981376
20,3,45-54,1,Female,4,OTH,ENDO_medSBP,5,1,1908325
21,3,45-54,2,Male,1,NHW,ENDO_medSBP,92,10,10622756
22,3,45-54,2,Male,2,NHB,ENDO_medSBP,16,4,2323392
23,3,45-54,2,Male,3,HIS,ENDO_medSBP,15,4,3207152
24,3,45-54,2,Male,4,OTH,ENDO_medSBP,9,1,2807268
25,4,55-64,1,Female,1,NHW,ENDO_medSBP,77,10,16626401
26,4,55-64,1,Female,2,NHB,ENDO_medSBP,24,5,3005374
27,4,55-64,1,Female,3,HIS,ENDO_medSBP,10,4,2911586
28,4,55-64,1,Female,4,OTH,ENDO_medSBP,8,1,2629488
29,4,55-64,2,Male,1,NHW,ENDO_medSBP,137,12,15564860
30,4,55-64,2,Male,2,NHB,ENDO_medSBP,26,6,2050599
31,4,55-64,2,Male,3,HIS,ENDO_medSBP,19,5,2832735
32,4,55-64,2,Male,4,OTH,ENDO_medSBP,9,1,2195076
33,5,65-74,1,Female,1,NHW,ENDO_medSBP,103,10,11513863
34,5,65-74,1,Female,2,NHB,ENDO_medSBP,17,5,1390166
35,5,65-74,1,Female,3,HIS,ENDO_medSBP,16,4,1616432
36,5,65-74,1,Female,4,OTH,ENDO_medSBP,9,1,1089947
37,5,65-74,2,Male,1,NHW,ENDO_medSBP,145,13,10345066
38,5,65-74,2,Male,2,NHB,ENDO_medSBP,30,6,1099252
39,5,65-74,2,Male,3,HIS,ENDO_medSBP,17,5,1168063
40,5,65-74,2,Male,4,OTH,ENDO_medSBP,9,1,989548
41,6,75+,1,Female,1,NHW,ENDO_medSBP,176,19,9145660
42,6,75+,1,Female,2,NHB,ENDO_medSBP,21,5,1249362
43,6,75+,1,Female,3,HIS,ENDO_medSBP,9,2,737080
44,6,75+,1,Female,4,OTH,ENDO_medSBP,9,1,689818
45,6,75+,2,Male,1,NHW,ENDO_medSBP,223,21,6831819
46,6,75+,2,Male,2,NHB,ENDO_medSBP,11,4,670963
47,6,75+,2,Male,3,HIS,ENDO_medSBP,9,2,548525
48,6,75+,2,Male,4,OTH,ENDO_medSBP,9,1,638884
1,1,20-34,1,Female,1,NHW,GC,0,0,18192633
2,1,20-34,1,Female,2,NHB,GC,4,5,4596338
3,1,20-34,1,Female,3,HIS,GC,3,3,6549965
4,1,20-34,1,Female,4,OTH,GC,4,4,3878604
5,1,20-34,2,Male,1,NHW,GC,5,4,19295314
6,1,20-34,2,Male,2,NHB,GC,0,0,4186659
7,1,20-34,2,Male,3,HIS,GC,0,0,6886181
8,1,20-34,2,Male,4,OTH,GC,0,0,3785306
9,2,35-44,1,Female,1,NHW,GC,21,9,10789518
10,2,35-44,1,Female,2,NHB,GC,13,8,2841551
11,2,35-44,1,Female,3,HIS,GC,35,11,4706043
12,2,35-44,1,Female,4,OTH,GC,20,8,2705155
13,2,35-44,2,Male,1,NHW,GC,20,9,10698668
14,2,35-44,2,Male,2,NHB,GC,0,0,2373836
15,2,35-44,2,Male,3,HIS,GC,6,5,4477083
16,2,35-44,2,Male,4,OTH,GC,7,5,2268050
17,3,45-54,1,Female,1,NHW,GC,107,23,12961330
18,3,45-54,1,Female,2,NHB,GC,42,12,2294986
19,3,45-54,1,Female,3,HIS,GC,71,13,2981376
20,3,45-54,1,Female,4,OTH,GC,13,6,1908325
21,3,45-54,2,Male,1,NHW,GC,33,11,10622756
22,3,45-54,2,Male,2,NHB,GC,16,8,2323392
23,3,45-54,2,Male,3,HIS,GC,48,11,3207152
24,3,45-54,2,Male,4,OTH,GC,34,12,2807268
25,4,55-64,1,Female,1,NHW,GC,287,39,16626401
26,4,55-64,1,Female,2,NHB,GC,131,26,3005374
27,4,55-64,1,Female,3,HIS,GC,139,21,2911586
28,4,55-64,1,Female,4,OTH,GC,75,18,2629488
29,4,55-64,2,Male,1,NHW,GC,115,24,15564860
30,4,55-64,2,Male,2,NHB,GC,46,14,2050599
31,4,55-64,2,Male,3,HIS,GC,42,12,2832735
32,4,55-64,2,Male,4,OTH,GC,32,11,2195076
33,5,65-74,1,Female,1,NHW,GC,500,47,11513863
34,5,65-74,1,Female,2,NHB,GC,93,19,1390166
35,5,65-74,1,Female,3,HIS,GC,172,24,1616432
36,5,65-74,1,Female,4,OTH,GC,72,13,1089947
37,5,65-74,2,Male,1,NHW,GC,233,33,10345066
38,5,65-74,2,Male,2,NHB,GC,71,17,1099252
39,5,65-74,2,Male,3,HIS,GC,64,14,1168063
40,5,65-74,2,Male,4,OTH,GC,58,13,989548
41,6,75+,1,Female,1,NHW,GC,757,57,9145660
42,6,75+,1,Female,2,NHB,GC,116,24,1249362
43,6,75+,1,Female,3,HIS,GC,91,14,737080
44,6,75+,1,Female,4,OTH,GC,73,12,689818
45,6,75+,2,Male,1,NHW,GC,380,41,6831819
46,6,75+,2,Male,2,NHB,GC,36,13,670963
47,6,75+,2,Male,3,HIS,GC,63,12,548525
48,6,75+,2,Male,4,OTH,GC,34,10,638884
1,1,20-34,1,Female,1,NHW,HHD,59,8,18192633
2,1,20-34,1,Female,2,NHB,HHD,84,10,4596338
3,1,20-34,1,Female,3,HIS,HHD,12,4,6549965
4,1,20-34,1,Female,4,OTH,HHD,9,2,3878604
5,1,20-34,2,Male,1,NHW,HHD,179,14,19295314
6,1,20-34,2,Male,2,NHB,HHD,154,13,4186659
7,1,20-34,2,Male,3,HIS,HHD,58,8,6886181
8,1,20-34,2,Male,4,OTH,HHD,24,5,3785306
9,2,35-44,1,Female,1,NHW,HHD,232,16,10789518
10,2,35-44,1,Female,2,NHB,HHD,224,16,2841551
11,2,35-44,1,Female,3,HIS,HHD,46,7,4706043
12,2,35-44,1,Female,4,OTH,HHD,17,5,2705155
13,2,35-44,2,Male,1,NHW,HHD,582,24,10698668
14,2,35-44,2,Male,2,NHB,HHD,423,21,2373836
15,2,35-44,2,Male,3,HIS,HHD,165,13,4477083
16,2,35-44,2,Male,4,OTH,HHD,53,8,2268050
17,3,45-54,1,Female,1,NHW,HHD,685,27,12961330
18,3,45-54,1,Female,2,NHB,HHD,504,23,2294986
19,3,45-54,1,Female,3,HIS,HHD,91,10,2981376
20,3,45-54,1,Female,4,OTH,HHD,37,7,1908325
21,3,45-54,2,Male,1,NHW,HHD,1729,42,10622756
22,3,45-54,2,Male,2,NHB,HHD,870,30,2323392
23,3,45-54,2,Male,3,HIS,HHD,303,18,3207152
24,3,45-54,2,Male,4,OTH,HHD,101,11,2807268
25,4,55-64,1,Female,1,NHW,HHD,1573,40,16626401
26,4,55-64,1,Female,2,NHB,HHD,927,31,3005374
27,4,55-64,1,Female,3,HIS,HHD,147,13,2911586
28,4,55-64,1,Female,4,OTH,HHD,65,9,2629488
29,4,55-64,2,Male,1,NHW,HHD,3463,59,15564860
30,4,55-64,2,Male,2,NHB,HHD,1520,39,2050599
31,4,55-64,2,Male,3,HIS,HHD,396,20,2832735
32,4,55-64,2,Male,4,OTH,HHD,166,13,2195076
33,5,65-74,1,Female,1,NHW,HHD,2097,47,11513863
34,5,65-74,1,Female,2,NHB,HHD,808,29,1390166
35,5,65-74,1,Female,3,HIS,HHD,211,15,1616432
36,5,65-74,1,Female,4,OTH,HHD,97,10,1089947
37,5,65-74,2,Male,1,NHW,HHD,3578,61,10345066
38,5,65-74,2,Male,2,NHB,HHD,1215,35,1099252
39,5,65-74,2,Male,3,HIS,HHD,328,19,1168063
40,5,65-74,2,Male,4,OTH,HHD,130,12,989548
41,6,75+,1,Female,1,NHW,HHD,13938,161,9145660
42,6,75+,1,Female,2,NHB,HHD,1953,63,1249362
43,6,75+,1,Female,3,HIS,HHD,1100,46,737080
44,6,75+,1,Female,4,OTH,HHD,566,33,689818
45,6,75+,2,Male,1,NHW,HHD,8016,127,6831819
46,6,75+,2,Male,2,NHB,HHD,1217,49,670963
47,6,75+,2,Male,3,HIS,HHD,767,40,548525
48,6,75+,2,Male,4,OTH,HHD,338,26,638884
1,1,20-34,1,Female,1,NHW,HHD_medBMI,59,8,18192633
2,1,20-34,1,Female,2,NHB,HHD_medBMI,84,10,4596338
3,1,20-34,1,Female,3,HIS,HHD_medBMI,12,4,6549965
4,1,20-34,1,Female,4,OTH,HHD_medBMI,9,2,3878604
5,1,20-34,2,Male,1,NHW,HHD_medBMI,179,14,19295314
6,1,20-34,2,Male,2,NHB,HHD_medBMI,154,13,4186659
7,1,20-34,2,Male,3,HIS,HHD_medBMI,58,8,6886181
8,1,20-34,2,Male,4,OTH,HHD_medBMI,24,5,3785306
9,2,35-44,1,Female,1,NHW,HHD_medBMI,232,16,10789518
10,2,35-44,1,Female,2,NHB,HHD_medBMI,224,16,2841551
11,2,35-44,1,Female,3,HIS,HHD_medBMI,46,7,4706043
12,2,35-44,1,Female,4,OTH,HHD_medBMI,17,5,2705155
13,2,35-44,2,Male,1,NHW,HHD_medBMI,582,24,10698668
14,2,35-44,2,Male,2,NHB,HHD_medBMI,423,21,2373836
15,2,35-44,2,Male,3,HIS,HHD_medBMI,165,13,4477083
16,2,35-44,2,Male,4,OTH,HHD_medBMI,53,8,2268050
17,3,45-54,1,Female,1,NHW,HHD_medBMI,685,27,12961330
18,3,45-54,1,Female,2,NHB,HHD_medBMI,504,23,2294986
19,3,45-54,1,Female,3,HIS,HHD_medBMI,91,10,2981376
20,3,45-54,1,Female,4,OTH,HHD_medBMI,37,7,1908325
21,3,45-54,2,Male,1,NHW,HHD_medBMI,1729,42,10622756
22,3,45-54,2,Male,2,NHB,HHD_medBMI,870,30,2323392
23,3,45-54,2,Male,3,HIS,HHD_medBMI,303,18,3207152
24,3,45-54,2,Male,4,OTH,HHD_medBMI,101,11,2807268
25,4,55-64,1,Female,1,NHW,HHD_medBMI,1573,40,16626401
26,4,55-64,1,Female,2,NHB,HHD_medBMI,927,31,3005374
27,4,55-64,1,Female,3,HIS,HHD_medBMI,147,13,2911586
28,4,55-64,1,Female,4,OTH,HHD_medBMI,65,9,2629488
29,4,55-64,2,Male,1,NHW,HHD_medBMI,3463,59,15564860
30,4,55-64,2,Male,2,NHB,HHD_medBMI,1520,39,2050599
31,4,55-64,2,Male,3,HIS,HHD_medBMI,396,20,2832735
32,4,55-64,2,Male,4,OTH,HHD_medBMI,166,13,2195076
33,5,65-74,1,Female,1,NHW,HHD_medBMI,2097,47,11513863
34,5,65-74,1,Female,2,NHB,HHD_medBMI,808,29,1390166
35,5,65-74,1,Female,3,HIS,HHD_medBMI,211,15,1616432
36,5,65-74,1,Female,4,OTH,HHD_medBMI,97,10,1089947
37,5,65-74,2,Male,1,NHW,HHD_medBMI,3578,61,10345066
38,5,65-74,2,Male,2,NHB,HHD_medBMI,1215,35,1099252
39,5,65-74,2,Male,3,HIS,HHD_medBMI,328,19,1168063
40,5,65-74,2,Male,4,OTH,HHD_medBMI,130,12,989548
41,6,75+,1,Female,1,NHW,HHD_medBMI,13938,161,9145660
42,6,75+,1,Female,2,NHB,HHD_medBMI,1953,63,1249362
43,6,75+,1,Female,3,HIS,HHD_medBMI,1100,46,737080
44,6,75+,1,Female,4,OTH,HHD_medBMI,566,33,689818
45,6,75+,2,Male,1,NHW,HHD_medBMI,8016,127,6831819
46,6,75+,2,Male,2,NHB,HHD_medBMI,1217,49,670963
47,6,75+,2,Male,3,HIS,HHD_medBMI,767,40,548525
48,6,75+,2,Male,4,OTH,HHD_medBMI,338,26,638884
1,1,20-34,1,Female,1,NHW,HHD_medSBP,59,8,18192633
2,1,20-34,1,Female,2,NHB,HHD_medSBP,84,10,4596338
3,1,20-34,1,Female,3,HIS,HHD_medSBP,12,4,6549965
4,1,20-34,1,Female,4,OTH,HHD_medSBP,9,2,3878604
5,1,20-34,2,Male,1,NHW,HHD_medSBP,179,14,19295314
6,1,20-34,2,Male,2,NHB,HHD_medSBP,154,13,4186659
7,1,20-34,2,Male,3,HIS,HHD_medSBP,58,8,6886181
8,1,20-34,2,Male,4,OTH,HHD_medSBP,24,5,3785306
9,2,35-44,1,Female,1,NHW,HHD_medSBP,232,16,10789518
10,2,35-44,1,Female,2,NHB,HHD_medSBP,224,16,2841551
11,2,35-44,1,Female,3,HIS,HHD_medSBP,46,7,4706043
12,2,35-44,1,Female,4,OTH,HHD_medSBP,17,5,2705155
13,2,35-44,2,Male,1,NHW,HHD_medSBP,582,24,10698668
14,2,35-44,2,Male,2,NHB,HHD_medSBP,423,21,2373836
15,2,35-44,2,Male,3,HIS,HHD_medSBP,165,13,4477083
16,2,35-44,2,Male,4,OTH,HHD_medSBP,53,8,2268050
17,3,45-54,1,Female,1,NHW,HHD_medSBP,685,27,12961330
18,3,45-54,1,Female,2,NHB,HHD_medSBP,504,23,2294986
19,3,45-54,1,Female,3,HIS,HHD_medSBP,91,10,2981376
20,3,45-54,1,Female,4,OTH,HHD_medSBP,37,7,1908325
21,3,45-54,2,Male,1,NHW,HHD_medSBP,1729,42,10622756
22,3,45-54,2,Male,2,NHB,HHD_medSBP,870,30,2323392
23,3,45-54,2,Male,3,HIS,HHD_medSBP,303,18,3207152
24,3,45-54,2,Male,4,OTH,HHD_medSBP,101,11,2807268
25,4,55-64,1,Female,1,NHW,HHD_medSBP,1573,40,16626401
26,4,55-64,1,Female,2,NHB,HHD_medSBP,927,31,3005374
27,4,55-64,1,Female,3,HIS,HHD_medSBP,147,13,2911586
28,4,55-64,1,Female,4,OTH,HHD_medSBP,65,9,2629488
29,4,55-64,2,Male,1,NHW,HHD_medSBP,3463,59,15564860
30,4,55-64,2,Male,2,NHB,HHD_medSBP,1520,39,2050599
31,4,55-64,2,Male,3,HIS,HHD_medSBP,396,20,2832735
32,4,55-64,2,Male,4,OTH,HHD_medSBP,166,13,2195076
33,5,65-74,1,Female,1,NHW,HHD_medSBP,2097,47,11513863
34,5,65-74,1,Female,2,NHB,HHD_medSBP,808,29,1390166
35,5,65-74,1,Female,3,HIS,HHD_medSBP,211,15,1616432
36,5,65-74,1,Female,4,OTH,HHD_medSBP,97,10,1089947
37,5,65-74,2,Male,1,NHW,HHD_medSBP,3578,61,10345066
38,5,65-74,2,Male,2,NHB,HHD_medSBP,1215,35,1099252
39,5,65-74,2,Male,3,HIS,HHD_medSBP,328,19,1168063
40,5,65-74,2,Male,4,OTH,HHD_medSBP,130,12,989548
41,6,75+,1,Female,1,NHW,HHD_medSBP,13938,161,9145660
42,6,75+,1,Female,2,NHB,HHD_medSBP,1953,63,1249362
43,6,75+,1,Female,3,HIS,HHD_medSBP,1100,46,737080
44,6,75+,1,Female,4,OTH,HHD_medSBP,566,33,689818
45,6,75+,2,Male,1,NHW,HHD_medSBP,8016,127,6831819
46,6,75+,2,Male,2,NHB,HHD_medSBP,1217,49,670963
47,6,75+,2,Male,3,HIS,HHD_medSBP,767,40,548525
48,6,75+,2,Male,4,OTH,HHD_medSBP,338,26,638884
1,1,20-34,1,Female,1,NHW,HSTK,36,6,18192633
2,1,20-34,1,Female,2,NHB,HSTK,38,7,4596338
3,1,20-34,1,Female,3,HIS,HSTK,29,6,6549965
4,1,20-34,1,Female,4,OTH,HSTK,9,1,3878604
5,1,20-34,2,Male,1,NHW,HSTK,75,10,19295314
6,1,20-34,2,Male,2,NHB,HSTK,35,6,4186659
7,1,20-34,2,Male,3,HIS,HSTK,47,7,6886181
8,1,20-34,2,Male,4,OTH,HSTK,9,2,3785306
9,2,35-44,1,Female,1,NHW,HSTK,229,16,10789518
10,2,35-44,1,Female,2,NHB,HSTK,125,12,2841551
11,2,35-44,1,Female,3,HIS,HSTK,76,9,4706043
12,2,35-44,1,Female,4,OTH,HSTK,38,7,2705155
13,2,35-44,2,Male,1,NHW,HSTK,241,16,10698668
14,2,35-44,2,Male,2,NHB,HSTK,150,13,2373836
15,2,35-44,2,Male,3,HIS,HSTK,144,12,4477083
16,2,35-44,2,Male,4,OTH,HSTK,56,8,2268050
17,3,45-54,1,Female,1,NHW,HSTK,645,25,12961330
18,3,45-54,1,Female,2,NHB,HSTK,312,18,2294986
19,3,45-54,1,Female,3,HIS,HSTK,176,14,2981376
20,3,45-54,1,Female,4,OTH,HSTK,90,10,1908325
21,3,45-54,2,Male,1,NHW,HSTK,714,27,10622756
22,3,45-54,2,Male,2,NHB,HSTK,377,20,2323392
23,3,45-54,2,Male,3,HIS,HSTK,329,19,3207152
24,3,45-54,2,Male,4,OTH,HSTK,130,12,2807268
25,4,55-64,1,Female,1,NHW,HSTK,1402,39,16626401
26,4,55-64,1,Female,2,NHB,HSTK,498,23,3005374
27,4,55-64,1,Female,3,HIS,HSTK,216,15,2911586
28,4,55-64,1,Female,4,OTH,HSTK,150,13,2629488
29,4,55-64,2,Male,1,NHW,HSTK,1550,40,15564860
30,4,55-64,2,Male,2,NHB,HSTK,585,25,2050599
31,4,55-64,2,Male,3,HIS,HSTK,367,20,2832735
32,4,55-64,2,Male,4,OTH,HSTK,175,14,2195076
33,5,65-74,1,Female,1,NHW,HSTK,2276,48,11513863
34,5,65-74,1,Female,2,NHB,HSTK,507,23,1390166
35,5,65-74,1,Female,3,HIS,HSTK,278,17,1616432
36,5,65-74,1,Female,4,OTH,HSTK,245,16,1089947
37,5,65-74,2,Male,1,NHW,HSTK,2533,51,10345066
38,5,65-74,2,Male,2,NHB,HSTK,510,23,1099252
39,5,65-74,2,Male,3,HIS,HSTK,266,17,1168063
40,5,65-74,2,Male,4,OTH,HSTK,193,14,989548
41,6,75+,1,Female,1,NHW,HSTK,8575,131,9145660
42,6,75+,1,Female,2,NHB,HSTK,998,45,1249362
43,6,75+,1,Female,3,HIS,HSTK,708,38,737080
44,6,75+,1,Female,4,OTH,HSTK,579,35,689818
45,6,75+,2,Male,1,NHW,HSTK,6117,111,6831819
46,6,75+,2,Male,2,NHB,HSTK,556,33,670963
47,6,75+,2,Male,3,HIS,HSTK,463,31,548525
48,6,75+,2,Male,4,OTH,HSTK,399,29,638884
1,1,20-34,1,Female,1,NHW,HSTK_medBMI,36,6,18192633
2,1,20-34,1,Female,2,NHB,HSTK_medBMI,38,7,4596338
3,1,20-34,1,Female,3,HIS,HSTK_medBMI,29,6,6549965
4,1,20-34,1,Female,4,OTH,HSTK_medBMI,9,1,3878604
5,1,20-34,2,Male,1,NHW,HSTK_medBMI,75,10,19295314
6,1,20-34,2,Male,2,NHB,HSTK_medBMI,35,6,4186659
7,1,20-34,2,Male,3,HIS,HSTK_medBMI,47,7,6886181
8,1,20-34,2,Male,4,OTH,HSTK_medBMI,9,2,3785306
9,2,35-44,1,Female,1,NHW,HSTK_medBMI,229,16,10789518
10,2,35-44,1,Female,2,NHB,HSTK_medBMI,125,12,2841551
11,2,35-44,1,Female,3,HIS,HSTK_medBMI,76,9,4706043
12,2,35-44,1,Female,4,OTH,HSTK_medBMI,38,7,2705155
13,2,35-44,2,Male,1,NHW,HSTK_medBMI,241,16,10698668
14,2,35-44,2,Male,2,NHB,HSTK_medBMI,150,13,2373836
15,2,35-44,2,Male,3,HIS,HSTK_medBMI,144,12,4477083
16,2,35-44,2,Male,4,OTH,HSTK_medBMI,56,8,2268050
17,3,45-54,1,Female,1,NHW,HSTK_medBMI,645,25,12961330
18,3,45-54,1,Female,2,NHB,HSTK_medBMI,312,18,2294986
19,3,45-54,1,Female,3,HIS,HSTK_medBMI,176,14,2981376
20,3,45-54,1,Female,4,OTH,HSTK_medBMI,90,10,1908325
21,3,45-54,2,Male,1,NHW,HSTK_medBMI,714,27,10622756
22,3,45-54,2,Male,2,NHB,HSTK_medBMI,377,20,2323392
23,3,45-54,2,Male,3,HIS,HSTK_medBMI,329,19,3207152
24,3,45-54,2,Male,4,OTH,HSTK_medBMI,130,12,2807268
25,4,55-64,1,Female,1,NHW,HSTK_medBMI,1402,39,16626401
26,4,55-64,1,Female,2,NHB,HSTK_medBMI,498,23,3005374
27,4,55-64,1,Female,3,HIS,HSTK_medBMI,216,15,2911586
28,4,55-64,1,Female,4,OTH,HSTK_medBMI,150,13,2629488
29,4,55-64,2,Male,1,NHW,HSTK_medBMI,1550,40,15564860
30,4,55-64,2,Male,2,NHB,HSTK_medBMI,585,25,2050599
31,4,55-64,2,Male,3,HIS,HSTK_medBMI,367,20,2832735
32,4,55-64,2,Male,4,OTH,HSTK_medBMI,175,14,2195076
33,5,65-74,1,Female,1,NHW,HSTK_medBMI,2276,48,11513863
34,5,65-74,1,Female,2,NHB,HSTK_medBMI,507,23,1390166
35,5,65-74,1,Female,3,HIS,HSTK_medBMI,278,17,1616432
36,5,65-74,1,Female,4,OTH,HSTK_medBMI,245,16,1089947
37,5,65-74,2,Male,1,NHW,HSTK_medBMI,2533,51,10345066
38,5,65-74,2,Male,2,NHB,HSTK_medBMI,510,23,1099252
39,5,65-74,2,Male,3,HIS,HSTK_medBMI,266,17,1168063
40,5,65-74,2,Male,4,OTH,HSTK_medBMI,193,14,989548
41,6,75+,1,Female,1,NHW,HSTK_medBMI,8575,131,9145660
42,6,75+,1,Female,2,NHB,HSTK_medBMI,998,45,1249362
43,6,75+,1,Female,3,HIS,HSTK_medBMI,708,38,737080
44,6,75+,1,Female,4,OTH,HSTK_medBMI,579,35,689818
45,6,75+,2,Male,1,NHW,HSTK_medBMI,6117,111,6831819
46,6,75+,2,Male,2,NHB,HSTK_medBMI,556,33,670963
47,6,75+,2,Male,3,HIS,HSTK_medBMI,463,31,548525
48,6,75+,2,Male,4,OTH,HSTK_medBMI,399,29,638884
1,1,20-34,1,Female,1,NHW,HSTK_medSBP,36,6,18192633
2,1,20-34,1,Female,2,NHB,HSTK_medSBP,38,7,4596338
3,1,20-34,1,Female,3,HIS,HSTK_medSBP,29,6,6549965
